Alias	UniprotID	PFAM_domain	E-value_domain	Domain_description	Target_name	From_coordinate	To_coordinate	E-value_full_sequence	c-Evalue_domain	i-Evalue_domain	Description	Target_uniprot
Nac|Q47005	Q47005	LysR_substrate	1.2e-32	LysR substrate binding domain	AAT83707.1	92	293	1.5e-42	2.1e-45	2.4e-42	 -	Q6A6A6
Nac|Q47005	Q47005	HTH_1	1.6e-21	Bacterial regulatory helix-turn-helix protein, ...	AAT83707.1	3	62	1.9e-20	3.6e-23	4.2e-20	 -	Q6A6A6
NagC|P0AF20	P0AF20	ROK	2.9e-102	ROK family	AAT81844.1	90	390	8.200000000000001e-44	3.8999999999999995e-46	9.900000000000002e-44	 -	Q6ABP0
NagC|P0AF20	P0AF20	MarR	8.7e-07	MarR family	AAT81844.1	29	63	0.00053	6.6e-06	0.0011	 -	Q6ABP0
NagC|P0AF20	P0AF20	ROK	2.9e-102	ROK family	AAT82149.1	106	242	2.8e-18	1.3e-16	3.3e-14	 -	Q6AAR7
NagC|P0AF20	P0AF20	ROK	2.9e-102	ROK family	AAT82149.1	262	331	2.8e-18	9.2e-05	0.023	 -	Q6AAR7
NagC|P0AF20	P0AF20	MarR	8.7e-07	MarR family	AAT82149.1	17	58	3.7e-07	1.2e-08	2e-06	 -	Q6AAR7
NagC|P0AF20	P0AF20	MarR	8.7e-07	MarR family	AAT82149.1	606	624	3.7e-07	2.1	340.0	 -	Q6AAR7
NagR_YvoA|O34817	O34817	UTRA	1.4999999999999999e-40	UTRA domain	AAT82207.1	104	239	2e-35	2.9e-38	3.3e-35	 -	Q6AAK9
NagR_YvoA|O34817	O34817	GntR	3.1e-22	Bacterial regulatory proteins, gntR family	AAT82207.1	22	83	3.5e-15	3.1e-17	6.5e-15	 -	Q6AAK9
NagR_YvoA|O34817	O34817	UTRA	1.4999999999999999e-40	UTRA domain	AAT82432.1	21	38	1e-35	0.26	300.0	 -	Q6A9Y4
NagR_YvoA|O34817	O34817	UTRA	1.4999999999999999e-40	UTRA domain	AAT82432.1	85	221	1e-35	2.4e-38	2.7e-35	 -	Q6A9Y4
NagR_YvoA|O34817	O34817	GntR	3.1e-22	Bacterial regulatory proteins, gntR family	AAT82432.1	3	64	1.2e-20	9.7e-23	2e-20	 -	Q6A9Y4
NahR|P10183	P10183	LysR_substrate	1.1e-21	LysR substrate binding domain	AAT83707.1	92	293	1.5e-42	2.1e-45	2.4e-42	 -	Q6A6A6
NahR|P10183	P10183	HTH_1	3.1e-13	Bacterial regulatory helix-turn-helix protein, ...	AAT83707.1	3	62	1.9e-20	3.6e-23	4.2e-20	 -	Q6A6A6
NahR|P10183	P10183	HTH_1	6200.0	Bacterial regulatory helix-turn-helix protein, ...	AAT83707.1	3	62	1.9e-20	3.6e-23	4.2e-20	 -	Q6A6A6
NalC|Q9HXS0	Q9HXS0	TetR_N	3.9e-14	Bacterial regulatory proteins, tetR family	AAT82786.1	24	70	1.1e-09	1.4e-11	2.7e-09	 -	Q6A8Y0
NalC|Q9HXS0	Q9HXS0	TetR_N	3.9e-14	Bacterial regulatory proteins, tetR family	AAT82954.1	17	62	2.7e-12	4.8e-14	9.3e-12	 -	Q6A8G1
NalC|Q9HXS0	Q9HXS0	TetR_N	3.9e-14	Bacterial regulatory proteins, tetR family	AAT82954.1	129	143	2.7e-12	1.6	300.0	 -	Q6A8G1
NalC|Q9HXS0	Q9HXS0	TetR_N	3.9e-14	Bacterial regulatory proteins, tetR family	AAT83787.1	23	57	1.3e-08	1.4e-10	2.6e-08	 -	Q6A626
NalC|Q9HXS0	Q9HXS0	TetR_N	3.9e-14	Bacterial regulatory proteins, tetR family	AAT83157.1	25	69	1.3e-10	1e-12	1.9e-10	 -	Q6A7V8
NalC|Q9HXS0	Q9HXS0	TetR_N	3.9e-14	Bacterial regulatory proteins, tetR family	AAT82282.1	27	71	1.5e-18	1.5e-20	2.8e-18	 -	Q6AAD4
NalC|Q9HXS0	Q9HXS0	TetR_N	3.9e-14	Bacterial regulatory proteins, tetR family	AAT82586.1	13	55	8.5e-15	8.1e-17	1.6e-14	 -	Q6A9I0
NalC|Q9HXS0	Q9HXS0	TetR_N	3.9e-14	Bacterial regulatory proteins, tetR family	AAT82391.1	16	62	7e-07	7.3e-09	1.4e-06	 -	Q6AA25
NalC|Q9HXS0	Q9HXS0	TetR_N	3.9e-14	Bacterial regulatory proteins, tetR family	AAT81830.1	84	124	1.7e-13	1.9e-15	3.6e-13	 -	Q6ABN5
NalC|Q9HXS0	Q9HXS0	TetR_N	3.9e-14	Bacterial regulatory proteins, tetR family	AAT82922.1	25	71	7.3e-13	5.3e-15	1e-12	 -	Q6A8J3
NalC|Q9HXS0	Q9HXS0	TetR_N	3.9e-14	Bacterial regulatory proteins, tetR family	AAT82922.1	192	201	7.3e-13	5.3	1000.0	 -	Q6A8J3
NalC|Q9HXS0	Q9HXS0	TetR_N	3.9e-14	Bacterial regulatory proteins, tetR family	AAT83962.1	25	69	6.3e-09	9.1e-11	1.7e-08	 -	Q6A5K1
NalC|Q9HXS0	Q9HXS0	TetR_N	3.9e-14	Bacterial regulatory proteins, tetR family	AAT82597.1	2	24	0.00095	1.3e-05	0.0025	 -	Q6A9G9
NalC|Q9HXS0	Q9HXS0	TetR_N	3.9e-14	Bacterial regulatory proteins, tetR family	AAT82597.1	38	43	0.00095	2.0	380.0	 -	Q6A9G9
NalC|Q9HXS0	Q9HXS0	TetR_N	3.9e-14	Bacterial regulatory proteins, tetR family	AAT84034.1	8	32	0.00045	5e-06	0.00097	 -	Q6A5C9
NarP|P31802	P31802	Response_reg	3e-30	Response regulator receiver domain	AAT82167.1	10	120	3.8e-23	2.9e-25	5.2e-23	 -	Q6AAP9
NarP|P31802	P31802	GerE	1.0999999999999998e-24	Bacterial regulatory proteins, luxR family	AAT82167.1	145	200	6.9e-13	2.7e-15	1e-12	 -	Q6AAP9
NarP|P31802	P31802	Response_reg	3e-30	Response regulator receiver domain	AAT82700.1	6	114	9e-28	7.5e-30	1.3e-27	 -	Q6A966
NarP|P31802	P31802	GerE	1.0999999999999998e-24	Bacterial regulatory proteins, luxR family	AAT82700.1	157	209	7.5e-13	3.5e-15	1.3e-12	 -	Q6A966
NarP|P31802	P31802	Response_reg	3e-30	Response regulator receiver domain	AAT82679.1	3	111	1.5e-27	1.5999999999999999e-29	2.8e-27	 -	Q6A987
NarP|P31802	P31802	GerE	1.0999999999999998e-24	Bacterial regulatory proteins, luxR family	AAT82679.1	149	204	2.9e-18	1.2e-20	4.7e-18	 -	Q6A987
NarP|P31802	P31802	Response_reg	3e-30	Response regulator receiver domain	AAT83742.1	8	119	1.5e-27	1.3e-29	2.3e-27	 -	Q6A671
NarP|P31802	P31802	GerE	1.0999999999999998e-24	Bacterial regulatory proteins, luxR family	AAT83742.1	159	213	4.5e-19	1.8e-21	6.7e-19	 -	Q6A671
NarP|P31802	P31802	Response_reg	3e-30	Response regulator receiver domain	AAT81814.1	7	119	1.8e-30	1.5e-32	2.6000000000000002e-30	 -	Q6ABR9
NarP|P31802	P31802	GerE	1.0999999999999998e-24	Bacterial regulatory proteins, luxR family	AAT81814.1	156	212	2.6e-18	1e-20	3.9e-18	 -	Q6ABR9
NarP|P31802	P31802	Response_reg	3e-30	Response regulator receiver domain	AAT82047.1	6	116	1.3e-27	1.2e-29	2.2000000000000002e-27	 -	Q6AB19
NarP|P31802	P31802	GerE	1.0999999999999998e-24	Bacterial regulatory proteins, luxR family	AAT82047.1	155	209	3.6e-18	1.4e-20	5.5e-18	 -	Q6AB19
NatR|P70955	P70955	Response_reg	1.4e-21	Response regulator receiver domain	AAT82700.1	6	114	9e-28	7.5e-30	1.3e-27	 -	Q6A966
NatR|P70955	P70955	Response_reg	1.4e-21	Response regulator receiver domain	AAT83087.1	10	119	4.1e-29	3.5e-31	6.199999999999999e-29	 -	Q6A828
NatR|P70955	P70955	Response_reg	1.4e-21	Response regulator receiver domain	AAT83756.1	20	129	1.7e-25	1.4e-27	2.5e-25	 -	Q6A657
NatR|P70955	P70955	Response_reg	1.4e-21	Response regulator receiver domain	AAT82167.1	10	120	3.8e-23	2.9e-25	5.2e-23	 -	Q6AAP9
NatR|P70955	P70955	Response_reg	1.4e-21	Response regulator receiver domain	AAT82679.1	3	111	1.5e-27	1.5999999999999999e-29	2.8e-27	 -	Q6A987
NatR|P70955	P70955	Response_reg	1.4e-21	Response regulator receiver domain	AAT82471.1	26	115	0.00014	8.8e-07	0.00015	 -	Q6A9U5
NatR|P70955	P70955	Response_reg	1.4e-21	Response regulator receiver domain	AAT82114.1	4	113	2.0000000000000002e-29	1.5999999999999999e-31	2.8999999999999997e-29	 -	Q6AAV2
NatR|P70955	P70955	Response_reg	1.4e-21	Response regulator receiver domain	AAT81879.1	3	112	1.5000000000000002e-28	1.7e-30	2.9e-28	 -	Q6ABI8
NatR|P70955	P70955	Response_reg	1.4e-21	Response regulator receiver domain	AAT83742.1	8	119	1.5e-27	1.3e-29	2.3e-27	 -	Q6A671
NatR|P70955	P70955	Response_reg	1.4e-21	Response regulator receiver domain	AAT83819.1	5	114	1.3000000000000001e-33	9.4e-36	1.7e-33	 -	Q6A5Z4
NatR|P70955	P70955	Response_reg	1.4e-21	Response regulator receiver domain	AAT81814.1	7	119	1.8e-30	1.5e-32	2.6000000000000002e-30	 -	Q6ABR9
NatR|P70955	P70955	Response_reg	1.4e-21	Response regulator receiver domain	AAT82047.1	6	116	1.3e-27	1.2e-29	2.2000000000000002e-27	 -	Q6AB19
NatR|P70955	P70955	Response_reg	1.4e-21	Response regulator receiver domain	AAT82528.1	23	132	4.8e-29	4.899999999999999e-31	8.6e-29	 -	Q6A9N8
NemR|P67430	P67430	TetR_N	3.6e-10	Bacterial regulatory proteins, tetR family	AAT82786.1	24	70	1.1e-09	1.4e-11	2.7e-09	 -	Q6A8Y0
NemR|P67430	P67430	TetR_N	3.6e-10	Bacterial regulatory proteins, tetR family	AAT82954.1	17	62	2.7e-12	4.8e-14	9.3e-12	 -	Q6A8G1
NemR|P67430	P67430	TetR_N	3.6e-10	Bacterial regulatory proteins, tetR family	AAT82954.1	129	143	2.7e-12	1.6	300.0	 -	Q6A8G1
NemR|P67430	P67430	TetR_N	3.6e-10	Bacterial regulatory proteins, tetR family	AAT83787.1	23	57	1.3e-08	1.4e-10	2.6e-08	 -	Q6A626
NemR|P67430	P67430	TetR_N	3.6e-10	Bacterial regulatory proteins, tetR family	AAT83157.1	25	69	1.3e-10	1e-12	1.9e-10	 -	Q6A7V8
NemR|P67430	P67430	TetR_N	3.6e-10	Bacterial regulatory proteins, tetR family	AAT82282.1	27	71	1.5e-18	1.5e-20	2.8e-18	 -	Q6AAD4
NemR|P67430	P67430	TetR_N	3.6e-10	Bacterial regulatory proteins, tetR family	AAT82586.1	13	55	8.5e-15	8.1e-17	1.6e-14	 -	Q6A9I0
NemR|P67430	P67430	TetR_N	3.6e-10	Bacterial regulatory proteins, tetR family	AAT82391.1	16	62	7e-07	7.3e-09	1.4e-06	 -	Q6AA25
NemR|P67430	P67430	TetR_N	3.6e-10	Bacterial regulatory proteins, tetR family	AAT81830.1	84	124	1.7e-13	1.9e-15	3.6e-13	 -	Q6ABN5
NemR|P67430	P67430	TetR_N	3.6e-10	Bacterial regulatory proteins, tetR family	AAT82922.1	25	71	7.3e-13	5.3e-15	1e-12	 -	Q6A8J3
NemR|P67430	P67430	TetR_N	3.6e-10	Bacterial regulatory proteins, tetR family	AAT82922.1	192	201	7.3e-13	5.3	1000.0	 -	Q6A8J3
NemR|P67430	P67430	TetR_N	3.6e-10	Bacterial regulatory proteins, tetR family	AAT83962.1	25	69	6.3e-09	9.1e-11	1.7e-08	 -	Q6A5K1
NemR|P67430	P67430	TetR_N	3.6e-10	Bacterial regulatory proteins, tetR family	AAT82597.1	2	24	0.00095	1.3e-05	0.0025	 -	Q6A9G9
NemR|P67430	P67430	TetR_N	3.6e-10	Bacterial regulatory proteins, tetR family	AAT82597.1	38	43	0.00095	2.0	380.0	 -	Q6A9G9
NemR|P67430	P67430	TetR_N	3.6e-10	Bacterial regulatory proteins, tetR family	AAT84034.1	8	32	0.00045	5e-06	0.00097	 -	Q6A5C9
NhaR|P0A9G2	P0A9G2	HTH_1	1.2e-15	Bacterial regulatory helix-turn-helix protein, ...	AAT83707.1	3	62	1.9e-20	3.6e-23	4.2e-20	 -	Q6A6A6
NhaR|P0A9G2	P0A9G2	LysR_substrate	9e-10	LysR substrate binding domain	AAT83707.1	92	293	1.5e-42	2.1e-45	2.4e-42	 -	Q6A6A6
NimR|P45277	P45277	MerR_1	3.1e-21	MerR HTH family regulatory protein	AAT82832.1	22	78	5.6e-13	4.5e-13	2.6e-10	 -	Q6A8T4
NimR|P45277	P45277	MerR_1	3.1e-21	MerR HTH family regulatory protein	AAT82832.1	125	179	5.6e-13	0.0019	1.1	 -	Q6A8T4
NimR|P45277	P45277	MerR_1	3.1e-21	MerR HTH family regulatory protein	AAT82256.1	12	45	0.00014	5.4e-07	0.00031	 -	Q6AAG0
NimR|P45277	P45277	MerR_1	3.1e-21	MerR HTH family regulatory protein	AAT82256.1	111	121	0.00014	1.6	920.0	 -	Q6AAG0
NimR|P45277	P45277	MerR_1	3.1e-21	MerR HTH family regulatory protein	AAT83750.1	26	92	6.9e-18	2.2e-20	1.2e-17	 -	Q6A663
NimR|P45277	P45277	MerR_1	3.1e-21	MerR HTH family regulatory protein	AAT83750.1	95	111	6.9e-18	2.3	1300.0	 -	Q6A663
NimR|P45277	P45277	MerR_1	3.1e-21	MerR HTH family regulatory protein	AAT82834.1	45	109	1.2e-15	3.3e-18	1.9e-15	 -	Q6A8T2
NMB0573|Q9K0L9	Q9K0L9	AsnC_trans_reg	1.5e-21	Lrp/AsnC ligand binding domain	AAT83981.1	64	134	8.5e-13	1.9e-14	2.2e-11	 -	Q6A5I2
NMB0573|Q9K0L9	Q9K0L9	AsnC_trans_reg	1.5e-21	Lrp/AsnC ligand binding domain	AAT83981.1	243	302	8.5e-13	0.022	25.0	 -	Q6A5I2
NMB0573|Q9K0L9	Q9K0L9	HTH_24	1.1e-20	Winged helix-turn-helix DNA-binding	AAT83981.1	4	47	3.2e-15	1.2e-09	1.3e-07	 -	Q6A5I2
NMB0573|Q9K0L9	Q9K0L9	HTH_24	1.1e-20	Winged helix-turn-helix DNA-binding	AAT83981.1	169	211	3.2e-15	2.4e-07	2.6e-05	 -	Q6A5I2
NMB0573|Q9K0L9	Q9K0L9	HTH_24	1.1e-20	Winged helix-turn-helix DNA-binding	AAT83981.1	243	253	3.2e-15	3.7	410.0	 -	Q6A5I2
NMB0573|Q9K0L9	Q9K0L9	AsnC_trans_reg	1.5e-21	Lrp/AsnC ligand binding domain	AAT82969.1	98	151	7.7e-10	9.6e-13	1.1e-09	 -	Q6A8E6
NMB0573|Q9K0L9	Q9K0L9	HTH_24	1.1e-20	Winged helix-turn-helix DNA-binding	AAT82969.1	17	63	7.6e-16	1.1e-17	1.2e-15	 -	Q6A8E6
NmtR|O69711	O69711	HTH_5	6.7e-16	Bacterial regulatory protein, arsR family	AAT83921.1	11	54	0.00025	3.2e-06	0.0015	 -	Q6A5P2
NmtR|O69711	O69711	HTH_5	6.7e-16	Bacterial regulatory protein, arsR family	AAT83921.1	102	113	0.00025	0.38	170.0	 -	Q6A5P2
NmtR|O69711	O69711	HTH_5	6.7e-16	Bacterial regulatory protein, arsR family	AAT83958.1	63	104	4.4e-06	2.2e-08	1e-05	 -	Q6A5K5
NmtR|O69711	O69711	HTH_5	6.7e-16	Bacterial regulatory protein, arsR family	AAT82978.1	28	73	8.5e-14	3.1e-16	1.4e-13	 -	Q6A8D7
NmtR|O69711	O69711	HTH_5	6.7e-16	Bacterial regulatory protein, arsR family	AAT81851.1	26	63	4.1e-06	1.8e-08	8.2e-06	 -	Q6ABN1
NmtR|O69711	O69711	HTH_5	6.7e-16	Bacterial regulatory protein, arsR family	AAT83295.1	27	74	8.9e-11	3.6e-13	1.6e-10	 -	Q6A7H0
NodD1|P03031	P03031	HTH_1	3.8e-14	Bacterial regulatory helix-turn-helix protein, ...	AAT83707.1	3	62	1.9e-20	3.6e-23	4.2e-20	 -	Q6A6A6
NodD1|P03031	P03031	LysR_substrate	1.2e-09	LysR substrate binding domain	AAT83707.1	92	293	1.5e-42	2.1e-45	2.4e-42	 -	Q6A6A6
NpdR|Q9AH06	Q9AH06	HTH_IclR	2.9e-11	IclR helix-turn-helix domain	AAT83921.1	12	58	3.4e-12	8.7e-14	9.5e-12	 -	Q6A5P2
NpdR|Q9AH06	Q9AH06	HTH_IclR	1100.0	IclR helix-turn-helix domain	AAT83921.1	12	58	3.4e-12	8.7e-14	9.5e-12	 -	Q6A5P2
NpdR|Q9AH06	Q9AH06	IclR	4.1e-05	Bacterial transcriptional regulator	AAT83921.1	46	60	3.4e-14	0.59	680.0	 -	Q6A5P2
NpdR|Q9AH06	Q9AH06	IclR	4.1e-05	Bacterial transcriptional regulator	AAT83921.1	127	249	3.4e-14	7.2e-17	8.3e-14	 -	Q6A5P2
NpdR|Q9AH06	Q9AH06	HTH_IclR	2.9e-11	IclR helix-turn-helix domain	AAT83117.1	10	57	2.1e-10	1.9e-12	2.1e-10	 -	Q6A7Z8
NpdR|Q9AH06	Q9AH06	HTH_IclR	2.9e-11	IclR helix-turn-helix domain	AAT83117.1	67	78	2.1e-10	0.35	38.0	 -	Q6A7Z8
NpdR|Q9AH06	Q9AH06	HTH_IclR	2.9e-11	IclR helix-turn-helix domain	AAT83117.1	229	237	2.1e-10	9.6	1100.0	 -	Q6A7Z8
NpdR|Q9AH06	Q9AH06	HTH_IclR	1100.0	IclR helix-turn-helix domain	AAT83117.1	10	57	2.1e-10	1.9e-12	2.1e-10	 -	Q6A7Z8
NpdR|Q9AH06	Q9AH06	HTH_IclR	1100.0	IclR helix-turn-helix domain	AAT83117.1	67	78	2.1e-10	0.35	38.0	 -	Q6A7Z8
NpdR|Q9AH06	Q9AH06	HTH_IclR	1100.0	IclR helix-turn-helix domain	AAT83117.1	229	237	2.1e-10	9.6	1100.0	 -	Q6A7Z8
NpdR|Q9AH06	Q9AH06	IclR	4.1e-05	Bacterial transcriptional regulator	AAT83117.1	125	231	4.2e-18	9.2e-20	1.1e-16	 -	Q6A7Z8
NrrA|K7WA79	K7WA79	Response_reg	1.6e-21	Response regulator receiver domain	AAT83756.1	20	129	1.7e-25	1.4e-27	2.5e-25	 -	Q6A657
NrrA|K7WA79	K7WA79	Trans_reg_C	1.3e-20	Transcriptional regulatory protein, C terminal	AAT83756.1	113	137	8.2e-29	0.04	15.0	 -	Q6A657
NrrA|K7WA79	K7WA79	Trans_reg_C	1.3e-20	Transcriptional regulatory protein, C terminal	AAT83756.1	165	239	8.2e-29	7.8e-30	3e-27	 -	Q6A657
NrrA|K7WA79	K7WA79	Trans_reg_C	7800.0	Transcriptional regulatory protein, C terminal	AAT83756.1	113	137	8.2e-29	0.04	15.0	 -	Q6A657
NrrA|K7WA79	K7WA79	Trans_reg_C	7800.0	Transcriptional regulatory protein, C terminal	AAT83756.1	165	239	8.2e-29	7.8e-30	3e-27	 -	Q6A657
NrrA|K7WA79	K7WA79	Response_reg	1.6e-21	Response regulator receiver domain	AAT83087.1	10	119	4.1e-29	3.5e-31	6.199999999999999e-29	 -	Q6A828
NrrA|K7WA79	K7WA79	Trans_reg_C	1.3e-20	Transcriptional regulatory protein, C terminal	AAT83087.1	115	125	5.2e-27	1.0	390.0	 -	Q6A828
NrrA|K7WA79	K7WA79	Trans_reg_C	1.3e-20	Transcriptional regulatory protein, C terminal	AAT83087.1	153	229	5.2e-27	1.4999999999999998e-29	5.7000000000000004e-27	 -	Q6A828
NrrA|K7WA79	K7WA79	Trans_reg_C	7800.0	Transcriptional regulatory protein, C terminal	AAT83087.1	115	125	5.2e-27	1.0	390.0	 -	Q6A828
NrrA|K7WA79	K7WA79	Trans_reg_C	7800.0	Transcriptional regulatory protein, C terminal	AAT83087.1	153	229	5.2e-27	1.4999999999999998e-29	5.7000000000000004e-27	 -	Q6A828
NrrA|K7WA79	K7WA79	Response_reg	1.6e-21	Response regulator receiver domain	AAT82114.1	4	113	2.0000000000000002e-29	1.5999999999999999e-31	2.8999999999999997e-29	 -	Q6AAV2
NrrA|K7WA79	K7WA79	Trans_reg_C	1.3e-20	Transcriptional regulatory protein, C terminal	AAT82114.1	149	224	4.1e-29	2e-31	7.6e-29	 -	Q6AAV2
NrrA|K7WA79	K7WA79	Trans_reg_C	7800.0	Transcriptional regulatory protein, C terminal	AAT82114.1	149	224	4.1e-29	2e-31	7.6e-29	 -	Q6AAV2
NrrA|K7WA79	K7WA79	Response_reg	1.6e-21	Response regulator receiver domain	AAT81879.1	3	112	1.5000000000000002e-28	1.7e-30	2.9e-28	 -	Q6ABI8
NrrA|K7WA79	K7WA79	Trans_reg_C	1.3e-20	Transcriptional regulatory protein, C terminal	AAT81879.1	148	223	3e-23	1.8e-25	6.8e-23	 -	Q6ABI8
NrrA|K7WA79	K7WA79	Trans_reg_C	7800.0	Transcriptional regulatory protein, C terminal	AAT81879.1	148	223	3e-23	1.8e-25	6.8e-23	 -	Q6ABI8
NrrA|K7WA79	K7WA79	Response_reg	1.6e-21	Response regulator receiver domain	AAT83819.1	5	114	1.3000000000000001e-33	9.4e-36	1.7e-33	 -	Q6A5Z4
NrrA|K7WA79	K7WA79	Trans_reg_C	1.3e-20	Transcriptional regulatory protein, C terminal	AAT83819.1	102	116	6.499999999999999e-24	2.2	840.0	 -	Q6A5Z4
NrrA|K7WA79	K7WA79	Trans_reg_C	1.3e-20	Transcriptional regulatory protein, C terminal	AAT83819.1	153	227	6.499999999999999e-24	4.9e-26	1.9e-23	 -	Q6A5Z4
NrrA|K7WA79	K7WA79	Trans_reg_C	7800.0	Transcriptional regulatory protein, C terminal	AAT83819.1	102	116	6.499999999999999e-24	2.2	840.0	 -	Q6A5Z4
NrrA|K7WA79	K7WA79	Trans_reg_C	7800.0	Transcriptional regulatory protein, C terminal	AAT83819.1	153	227	6.499999999999999e-24	4.9e-26	1.9e-23	 -	Q6A5Z4
NrtR_NdnR|A0A1R4EMY8	A0A1R4EMY8	NUDIX	1.4e-10	NUDIX domain	AAT82858.1	124	234	3.7e-15	2.9e-17	6e-15	 -	Q6A8Q8
NrtR_NdnR|A0A1R4EMY8	A0A1R4EMY8	NUDIX	1.4e-10	NUDIX domain	AAT83822.1	46	169	4.6e-17	2.9e-19	6.1e-17	 -	Q6A5Z1
NrtR_NdnR|A0A1R4EMY8	A0A1R4EMY8	NUDIX	1.4e-10	NUDIX domain	AAT83745.1	28	133	5.6e-16	3.5e-18	7.3e-16	 -	Q6A668
NrtR_NdnR|A0A1R4EMY8	A0A1R4EMY8	NUDIX	1.4e-10	NUDIX domain	AAT83510.1	11	136	8.5e-14	5.2e-16	1.1e-13	 -	Q6A6V3
NrtR_NdnR|A0A1R4EMY8	A0A1R4EMY8	NUDIX	1.4e-10	NUDIX domain	AAT81987.1	29	147	7.1e-15	4.7e-17	9.9e-15	 -	Q6AB79
NrtR_NdnR|A0A1R4EMY8	A0A1R4EMY8	NUDIX	1.4e-10	NUDIX domain	AAT83140.1	49	167	1.2e-14	9.4e-17	2e-14	 -	Q6A7X5
NrtR_NdnR|A0A1R4EMY8	A0A1R4EMY8	NUDIX	1.4e-10	NUDIX domain	AAT83067.1	105	212	1.4e-13	1.1e-15	2.3e-13	 -	Q6A848
NrtR_NdnR|A0A1R4EMY8	A0A1R4EMY8	NUDIX	1.4e-10	NUDIX domain	AAT81911.1	39	158	3.5e-14	3.8e-16	7.8e-14	 -	Q6ABF5
NrtR_NdnR|A0A1R4EMY8	A0A1R4EMY8	NUDIX	1.4e-10	NUDIX domain	AAT82097.1	12	141	7e-19	5.1e-21	1.1e-18	 -	Q6AAW9
NrtR_NdnR|A0A1R4EMY8	A0A1R4EMY8	NUDIX	1.4e-10	NUDIX domain	AAT83446.1	1	106	6.2e-16	3.4e-18	7.1e-16	 -	Q6A718
NrtR_NdnR|A0A1R4EMY8	A0A1R4EMY8	NUDIX	1.4e-10	NUDIX domain	AAT82303.1	89	205	1.3e-12	9.8e-15	2e-12	 -	Q6AAB3
NssR|Q0PB47	Q0PB47	cNMP_binding	1.9e-18	Cyclic nucleotide-binding domain	AAT81984.1	35	121	6.9e-18	5.5e-21	1.3e-17	 -	Q6AB82
NssR|Q0PB47	Q0PB47	HTH_Crp_2	1.1e-07	Crp-like helix-turn-helix domain	AAT81984.1	156	229	2.4e-16	2.1e-18	4.9e-16	 -	Q6AB82
NtdR_YhjM|O07567	O07567	Peripla_BP_3	3e-35	Periplasmic binding protein-like domain	AAT83897.1	177	331	4e-31	4.1e-33	7.799999999999999e-31	 -	Q6A5R6
NtdR_YhjM|O07567	O07567	LacI	1.3e-18	Bacterial regulatory proteins, lacI family	AAT83897.1	14	58	3.8e-18	3.2e-20	6.7e-18	 -	Q6A5R6
NtdR_YhjM|O07567	O07567	Peripla_BP_3	3e-35	Periplasmic binding protein-like domain	AAT84002.1	30	63	1.4999999999999998e-29	3.2	610.0	 -	Q6A5G1
NtdR_YhjM|O07567	O07567	Peripla_BP_3	3e-35	Periplasmic binding protein-like domain	AAT84002.1	93	110	1.4999999999999998e-29	2.9	550.0	 -	Q6A5G1
NtdR_YhjM|O07567	O07567	Peripla_BP_3	3e-35	Periplasmic binding protein-like domain	AAT84002.1	179	334	1.4999999999999998e-29	7.6e-32	1.4999999999999998e-29	 -	Q6A5G1
NtdR_YhjM|O07567	O07567	LacI	1.3e-18	Bacterial regulatory proteins, lacI family	AAT84002.1	9	54	1.8e-16	2e-18	4.2e-16	 -	Q6A5G1
NtdR_YhjM|O07567	O07567	Peripla_BP_3	3e-35	Periplasmic binding protein-like domain	AAT83768.1	172	322	3.6e-32	3.6e-34	6.800000000000001e-32	 -	Q6A645
NtdR_YhjM|O07567	O07567	LacI	1.3e-18	Bacterial regulatory proteins, lacI family	AAT83768.1	11	55	2.2e-08	3.9e-10	8.1e-08	 -	Q6A645
NtdR_YhjM|O07567	O07567	LacI	1.3e-18	Bacterial regulatory proteins, lacI family	AAT83768.1	79	99	2.2e-08	3.6	750.0	 -	Q6A645
NtdR_YhjM|O07567	O07567	LacI	1.3e-18	Bacterial regulatory proteins, lacI family	AAT83768.1	221	235	2.2e-08	4.2	880.0	 -	Q6A645
NtdR_YhjM|O07567	O07567	Peripla_BP_3	3e-35	Periplasmic binding protein-like domain	AAT82214.1	17	43	6.7e-15	6.6	1300.0	 -	Q6AAK2
NtdR_YhjM|O07567	O07567	Peripla_BP_3	3e-35	Periplasmic binding protein-like domain	AAT82214.1	170	324	6.7e-15	4.4e-17	8.4e-15	 -	Q6AAK2
NtdR_YhjM|O07567	O07567	LacI	1.3e-18	Bacterial regulatory proteins, lacI family	AAT82214.1	7	49	1.1e-10	1e-12	2.2e-10	 -	Q6AAK2
NtdR_YhjM|O07567	O07567	Peripla_BP_3	3e-35	Periplasmic binding protein-like domain	AAT83299.1	172	331	1.9999999999999998e-32	1.8e-34	3.4000000000000003e-32	 -	Q6A7G6
NtdR_YhjM|O07567	O07567	LacI	1.3e-18	Bacterial regulatory proteins, lacI family	AAT83299.1	5	48	4.3e-15	5.3e-17	1.1e-14	 -	Q6A7G6
NtdR_YhjM|O07567	O07567	Peripla_BP_3	3e-35	Periplasmic binding protein-like domain	AAT84034.1	42	63	6.9e-29	2.2	420.0	 -	Q6A5C9
NtdR_YhjM|O07567	O07567	Peripla_BP_3	3e-35	Periplasmic binding protein-like domain	AAT84034.1	174	334	6.9e-29	9.999999999999999e-31	1.9000000000000003e-28	 -	Q6A5C9
